ID_ESPACIA,AREA_OFICI,ENTIDAD_TE,NOM_DEPART,NOM_MUNICI,COD_DEPTO,R0
25407,160,Cabecera Municipal,CUNDINAMARCA,LENGUAZAQUE,25,1.34E-11
25317,179,Cabecera Municipal,CUNDINAMARCA,GUACHET,25,1.17E-09
25154,295,Cabecera Municipal,CUNDINAMARCA,CARMEN DE CARUPA,25,2.87E-06
25745,99,Cabecera Municipal,CUNDINAMARCA,SIMIJACA,25,8.81E-10
25871,66,Cabecera Municipal,CUNDINAMARCA,VILLAGMEZ,25,0.013034392
25513,402,Cabecera Municipal,CUNDINAMARCA,PACHO,25,0.011316156
13490,405,Cabecera Municipal,BOLVAR,NOROSI,13,0.696468937
23682,518,Cabecera Municipal,CRDOBA,SAN JOS DE UR,23,0.752762094
27099,3546,Cabecera Municipal,CHOC,BOJAY (Bellavista),27,0.26220227
19455,212,Cabecera Municipal,CAUCA,MIRANDA,19,0.334914228
19212,294,Cabecera Municipal,CAUCA,CORINTO,19,0.099019183
19573,92,Cabecera Municipal,CAUCA,PUERTO TEJADA,19,0.564697996
19845,77,Cabecera Municipal,CAUCA,VILLA RICA,19,0.64748625
19142,302,Cabecera Municipal,CAUCA,CALOTO,19,0.2436091
19821,412,Cabecera Municipal,CAUCA,TORIBO,19,0.001167187
19364,252,Cabecera Municipal,CAUCA,JAMBAL,19,5.99E-05
19137,373,Cabecera Municipal,CAUCA,CALDONO,19,0.015054212
19743,582,Cabecera Municipal,CAUCA,SILVIA,19,3.36E-07
19548,171,Cabecera Municipal,CAUCA,PIENDAM,19,0.001006316
19698,444,Cabecera Municipal,CAUCA,SANTANDER DE QUILICHAO,19,0.272181875
19110,410,Cabecera Municipal,CAUCA,BUENOS AIRES,19,0.278686498
19780,370,Cabecera Municipal,CAUCA,SUREZ,19,0.049989397
19473,418,Cabecera Municipal,CAUCA,MORALES,19,0.011197669
19130,526,Cabecera Municipal,CAUCA,CAJIBO,19,0.001106147
19001,464,CAP. DEPTO,CAUCA,POPAYN,19,3.46E-05
19256,2615,Cabecera Municipal,CAUCA,EL TAMBO,19,0.08564717
19050,674,Cabecera Municipal,CAUCA,ARGELIA,19,0.002592217
19075,329,Cabecera Municipal,CAUCA,BALBOA,19,0.172593253
19532,723,Cabecera Municipal,CAUCA,PATA  (El Bordo),19,0.51683339
19450,640,Cabecera Municipal,CAUCA,MERCADERES,19,0.670226449
19100,717,Cabecera Municipal,CAUCA,BOLVAR,19,0.256770564
19290,56,Cabecera Municipal,CAUCA,FLORENCIA,19,0.012928319
19693,389,Cabecera Municipal,CAUCA,SAN SEBASTIN,19,7.17E-08
19397,492,Cabecera Municipal,CAUCA,LA VEGA,19,0.016774364
19533,1162,Cabecera Municipal,CAUCA,PIAMONTE,19,0.11422279
19785,128,Cabecera Municipal,CAUCA,SUCRE,19,0.078574823
19392,203,Cabecera Municipal,CAUCA,LA SIERRA,19,0.136357543
19622,130,Cabecera Municipal,CAUCA,ROSAS,19,0.035271882
19807,169,Cabecera Municipal,CAUCA,TIMBO,19,0.002180086
19760,449,Cabecera Municipal,CAUCA,SOTAR (Paispamba),19,1.75E-05
19585,783,Cabecera Municipal,CAUCA,PURAC (Coconuco),19,2.66E-11
99999,0,REA EN LITIGIO,NN,REA EN LITIGIO,999,1.92E-08
19824,384,Cabecera Municipal,CAUCA,TOTOR,19,1.10E-06
19355,685,Cabecera Municipal,CAUCA,INZ,19,2.45E-05
19513,68,Cabecera Municipal,CAUCA,PADILLA,19,0.637468298
76243,255,Cabecera Municipal,VALLE DEL CAUCA,EL AGUILA,76,0.00682438
76041,361,Cabecera Municipal,VALLE DEL CAUCA,ANSERMANUEVO,76,0.183097351
76246,274,Cabecera Municipal,VALLE DEL CAUCA,EL CAIRO,76,0.00044434
76054,88,Cabecera Municipal,VALLE DEL CAUCA,ARGELIA,76,0.010607032
76147,260,Cabecera Municipal,VALLE DEL CAUCA,CARTAGO,76,0.393747229
76020,64,Cabecera Municipal,VALLE DEL CAUCA,ALCAL,76,0.106418915
76497,213,Cabecera Municipal,VALLE DEL CAUCA,OBANDO,76,0.284687147
76823,194,Cabecera Municipal,VALLE DEL CAUCA,TORO,76,0.160314452
76863,462,Cabecera Municipal,VALLE DEL CAUCA,VERSALLES,76,0.012179901
76250,297,Cabecera Municipal,VALLE DEL CAUCA,EL DOVIO,76,0.020009661
76400,121,Cabecera Municipal,VALLE DEL CAUCA,LA UNIN,76,0.315935127
76622,209,Cabecera Municipal,VALLE DEL CAUCA,ROLDANILLO,76,0.149681568
76403,278,Cabecera Municipal,VALLE DEL CAUCA,LA VICTORIA,76,0.276255742
76895,371,Cabecera Municipal,VALLE DEL CAUCA,ZARZAL,76,0.385678993
76122,165,Cabecera Municipal,VALLE DEL CAUCA,CAICEDONIA,76,0.115467636
76113,429,Cabecera Municipal,VALLE DEL CAUCA,BUGALAGRANDE,76,0.260725565
76036,162,Cabecera Municipal,VALLE DEL CAUCA,ANDALUCA,76,0.29920903
76100,815,Cabecera Municipal,VALLE DEL CAUCA,BOLVAR,76,0.121084584
76828,232,Cabecera Municipal,VALLE DEL CAUCA,TRUJILLO,76,0.017876612
76616,317,Cabecera Municipal,VALLE DEL CAUCA,RIOFRO,76,0.124658262
76834,818,Cabecera Municipal,VALLE DEL CAUCA,TULU,76,0.09611327
76670,197,Cabecera Municipal,VALLE DEL CAUCA,SAN PEDRO,76,0.229280012
76111,873,Cabecera Municipal,VALLE DEL CAUCA,BUGA,76,0.12798733
76126,930,Cabecera Municipal,VALLE DEL CAUCA,CALIMA (El Darin),76,0.127870422
76606,248,Cabecera Municipal,VALLE DEL CAUCA,RESTREPO,76,0.021218818
76890,390,Cabecera Municipal,VALLE DEL CAUCA,YOTOCO,76,0.180833796
76869,122,Cabecera Municipal,VALLE DEL CAUCA,VIJES,76,0.119983624
76318,166,Cabecera Municipal,VALLE DEL CAUCA,GUACAR,76,0.350517821
76306,275,Cabecera Municipal,VALLE DEL CAUCA,GINEBRA,76,0.119576746
76248,456,Cabecera Municipal,VALLE DEL CAUCA,EL CERRITO,76,0.152399142
76520,1044,Cabecera Municipal,VALLE DEL CAUCA,PALMIRA,76,0.205700558
76130,303,Cabecera Municipal,VALLE DEL CAUCA,CANDELARIA,76,0.36334111
76275,413,Cabecera Municipal,VALLE DEL CAUCA,FLORIDA,76,0.102150425
76892,243,Cabecera Municipal,VALLE DEL CAUCA,YUMBO,76,0.172803958
76001,552,CAP. DEPTO,VALLE DEL CAUCA,CALI,76,0.272765842
76233,939,Cabecera Municipal,VALLE DEL CAUCA,DAGUA,76,0.105408705
76377,165,Cabecera Municipal,VALLE DEL CAUCA,LA CUMBRE,76,0.045183783
76364,603,Cabecera Municipal,VALLE DEL CAUCA,JAMUND,76,0.314696402
52435,531,Cabecera Municipal,NARIO,MALLAMA (Piedrancha),52,0.002449574
52699,555,Cabecera Municipal,NARIO,SANTA CRUZ (Guachavs),52,0.008619744
52565,42,Cabecera Municipal,NARIO,PROVIDENCIA,52,3.15E-07
52838,227,Cabecera Municipal,NARIO,TQUERRES,52,1.94E-09
52720,133,Cabecera Municipal,NARIO,SAPUYES,52,0
52506,66,Cabecera Municipal,NARIO,OSPINA,52,1.56E-11
52354,86,Cabecera Municipal,NARIO,IMUS,52,9.21E-07
52320,131,Cabecera Municipal,NARIO,GUAITARILLA,52,7.79E-06
52352,82,Cabecera Municipal,NARIO,ILES,52,4.77E-07
52317,159,Cabecera Municipal,NARIO,GUACHUCAL,52,0
52022,65,Cabecera Municipal,NARIO,ALDANA,52,0
52585,135,Cabecera Municipal,NARIO,PUPIALES,52,0
52323,35,Cabecera Municipal,NARIO,GUALMATN,52,3.89E-13
52560,288,Cabecera Municipal,NARIO,POTOS,52,0.000188824
52215,282,Cabecera Municipal,NARIO,CRDOBA,52,0.002187869
52573,359,Cabecera Municipal,NARIO,PUERRES,52,0.001649107
52287,407,Cabecera Municipal,NARIO,FUNES,52,3.41E-05
52788,239,Cabecera Municipal,NARIO,TANGUA,52,1.55E-09
52885,115,Cabecera Municipal,NARIO,YACUANQUER,52,1.50E-06
52001,1131,CAP. DEPTO,NARIO,PASTO,52,1.41E-08
52036,73,Cabecera Municipal,NARIO,ANCUYA,52,0.000377396
52678,765,Cabecera Municipal,NARIO,SAMANIEGO,52,0.046489408
52385,265,Cabecera Municipal,NARIO,LA LLANADA,52,0.080150279
52418,907,Cabecera Municipal,NARIO,LOS ANDES (Sotomayor),52,0.197981421
52254,121,Cabecera Municipal,NARIO,EL PEOL,52,0.412411907
52540,467,Cabecera Municipal,NARIO,POLICARPA,52,0.354341632
52256,566,Cabecera Municipal,NARIO,EL ROSARIO,52,0.298338961
52405,316,Cabecera Municipal,NARIO,LEIVA,52,0.314278327
52786,245,Cabecera Municipal,NARIO,TAMINANGO,52,0.282785472
52687,267,Cabecera Municipal,NARIO,SAN LORENZO,52,0.044905978
52051,63,Cabecera Municipal,NARIO,ARBOLEDA (Berruecos),52,1.94E-05
52399,147,Cabecera Municipal,NARIO,LA UNIN,52,0.041656012
52694,60,Cabecera Municipal,NARIO,SAN PEDRO DE CARTAGO (Cartago),52,1.85E-07
52203,63,Cabecera Municipal,NARIO,COLN (Gnova),52,3.46E-05
52693,108,Cabecera Municipal,NARIO,SAN PABLO,52,1.03E-05
52378,237,Cabecera Municipal,NARIO,LA CRUZ,52,1.63E-07
52083,48,Cabecera Municipal,NARIO,BELN,52,1.68E-07
52685,70,Cabecera Municipal,NARIO,SAN BERNARDO,52,1.24E-07
52019,83,Cabecera Municipal,NARIO,ALBN (San Jos),52,3.33E-06
52110,682,Cabecera Municipal,NARIO,BUESACO,52,0.000198395
52240,148,Cabecera Municipal,NARIO,CHACHAG,52,7.99E-05
52480,50,Cabecera Municipal,NARIO,NARIO,52,2.16E-08
52381,143,Cabecera Municipal,NARIO,LA FLORIDA,52,2.92E-05
52260,282,Cabecera Municipal,NARIO,EL TAMBO,52,0.000933129
52411,146,Cabecera Municipal,NARIO,LINARES,52,0.000366055
52210,45,Cabecera Municipal,NARIO,CONTADERO,52,1.11E-10
19300,97,Cabecera Municipal,CAUCA,GUACHEN,19,0.603739232
86749,64,Cabecera Municipal,PUTUMAYO,SIBUNDOY,86,1.09E-07
86760,445,Cabecera Municipal,PUTUMAYO,SANTIAGO,86,5.20E-08
86219,77,Cabecera Municipal,PUTUMAYO,COLN,86,7.84E-09
86755,480,Cabecera Municipal,PUTUMAYO,SAN FRANCISCO,86,0.001748983
18610,1227,Cabecera Municipal,CAQUET,SAN JOS DEL FRAGUA,18,0.130633116
18205,459,Cabecera Municipal,CAQUET,CURILLO,18,0.330675322
18479,440,Cabecera Municipal,CAQUET,MORELIA,18,0.435835108
18460,1366,Cabecera Municipal,CAQUET,MILN,18,0.674016622
41016,862,Cabecera Municipal,HUILA,AIPE,41,1.211444853
41001,1468,CAP. DEPTO,HUILA,NEIVA,41,0.646754806
41132,485,Cabecera Municipal,HUILA,CAMPOALEGRE,41,0.698528523
41801,589,Cabecera Municipal,HUILA,TERUEL,41,0.060117007
41483,156,Cabecera Municipal,HUILA,NTAGA,41,0.017466122
41518,340,Cabecera Municipal,HUILA,PAICOL,41,0.223507066
41396,854,Cabecera Municipal,HUILA,LA PLATA,41,0.010185132
41013,286,Cabecera Municipal,HUILA,AGRADO,41,0.261000375
41298,692,Cabecera Municipal,HUILA,GARZN,41,0.087349422
41503,150,Cabecera Municipal,HUILA,OPORAPA,41,0.001955644
41807,194,Cabecera Municipal,HUILA,TIMAN,41,0.020148815
41668,1574,Cabecera Municipal,HUILA,SAN AGUSTN,41,8.09E-06
41530,220,Cabecera Municipal,HUILA,PALESTINA,41,0.001232235
41006,700,Cabecera Municipal,HUILA,ACEVEDO,41,0.004036394
41770,383,Cabecera Municipal,HUILA,SUAZA,41,0.01809771
41026,201,Cabecera Municipal,HUILA,ALTAMIRA,41,0.237233188
41872,578,Cabecera Municipal,HUILA,VILLAVIEJA,41,1.817492239
73520,65,Cabecera Municipal,TOLIMA,PALOCABILDO,73,0.003676677
73443,291,Cabecera Municipal,TOLIMA,MARIQUITA,73,0.552328593
73283,232,Cabecera Municipal,TOLIMA,FRESNO,73,0.017509269
73347,343,Cabecera Municipal,TOLIMA,HERVEO,73,2.68E-05
73152,123,Cabecera Municipal,TOLIMA,CASABIANCA,73,0.00134485
73870,285,Cabecera Municipal,TOLIMA,VILLAHERMOSA,73,0.000444491
73411,291,Cabecera Municipal,TOLIMA,LBANO,73,0.029793647
73461,443,Cabecera Municipal,TOLIMA,MURILLO,73,2.35E-06
73043,475,Cabecera Municipal,TOLIMA,ANZOTEGUI,73,0.004054608
73861,358,Cabecera Municipal,TOLIMA,VENADILLO,73,0.639374994
73408,281,Cabecera Municipal,TOLIMA,LRIDA,73,0.798949775
73026,347,Cabecera Municipal,TOLIMA,ALVARADO,73,0.659084778
73168,2229,Cabecera Municipal,TOLIMA,CHAPARRAL,73,0.37686724
73616,1136,Cabecera Municipal,TOLIMA,RIOBLANCO,73,0.01100525
73217,667,Cabecera Municipal,TOLIMA,COYAIMA,73,2.54310012
73671,214,Cabecera Municipal,TOLIMA,SALDAA,73,3.625323561
73854,198,Cabecera Municipal,TOLIMA,VALLE DE SAN JUAN,73,0.690185161
73873,445,Cabecera Municipal,TOLIMA,VILLARRICA,73,0.012320964
73275,100,Cabecera Municipal,TOLIMA,FLANDES,73,2.157464623
73200,349,Cabecera Municipal,TOLIMA,COELLO,73,0.974114765
73030,239,Cabecera Municipal,TOLIMA,AMBALEMA,73,1.314610763
73352,220,Cabecera Municipal,TOLIMA,ICONONZO,73,0.159153031
73547,361,Cabecera Municipal,TOLIMA,PIEDRAS,73,0.887427106
73226,518,Cabecera Municipal,TOLIMA,CUNDAY,73,0.458958687
63470,141,Cabecera Municipal,QUINDIO,MONTENEGRO,63,0.131501713
63401,88,Cabecera Municipal,QUINDIO,LA TEBAIDA,63,0.187229212
63548,238,Cabecera Municipal,QUINDIO,PIJAO,63,0.00012842
63302,287,Cabecera Municipal,QUINDIO,GNOVA,63,0.000492475
66682,630,Cabecera Municipal,RISARALDA,SANTA ROSA DE CABAL,66,0.00108145
66170,80,Cabecera Municipal,RISARALDA,DOSQUEBRADAS,66,0.004602607
66440,173,Cabecera Municipal,RISARALDA,MARSELLA,66,0.088659605
66045,175,Cabecera Municipal,RISARALDA,APA,66,0.007349019
66594,163,Cabecera Municipal,RISARALDA,QUINCHA,66,0.060113103
27745,1274,Cabecera Municipal,CHOC,SIP,27,0.165027808
27491,1158,Cabecera Municipal,CHOC,NVITA,27,0.223859571
27450,620,Cabecera Municipal,CHOC,MEDIO SAN JUAN (Andagoya),27,0.277678602
27205,626,Cabecera Municipal,CHOC,CONDOTO,27,0.235941977
27361,2000,Cabecera Municipal,CHOC,ISTMINA,27,0.197886503
27160,301,Cabecera Municipal,CHOC,CERTEGUI,27,0.299478865
27073,770,Cabecera Municipal,CHOC,BAGAD,27,0.106721674
27135,379,Cabecera Municipal,CHOC,EL CANTN DEL SAN PABLO,27,0.216701263
27600,700,Cabecera Municipal,CHOC,RO QUITO (Paimad),27,0.26085416
27245,931,Cabecera Municipal,CHOC,EL CARMEN,27,0.038050652
27430,1386,Cabecera Municipal,CHOC,MEDIO BAUD (Boca de Pep),27,0.091596113
27580,304,Cabecera Municipal,CHOC,RO IR (Santa Rita),27,0.0969959
17877,122,Cabecera Municipal,CALDAS,VITERBO,17,0.162573382
17042,228,Cabecera Municipal,CALDAS,ANSERMA,17,0.084451319
17272,215,Cabecera Municipal,CALDAS,FILADELFIA,17,0.144816878
17777,124,Cabecera Municipal,CALDAS,SUPA,17,0.087090869
17388,100,Cabecera Municipal,CALDAS,LA MERCED,17,0.083493839
17653,411,Cabecera Municipal,CALDAS,SALAMINA,17,0.007941424
17513,283,Cabecera Municipal,CALDAS,PCORA,17,0.054501316
17013,510,Cabecera Municipal,CALDAS,AGUADAS,17,0.088900185
17541,573,Cabecera Municipal,CALDAS,PENSILVANIA,17,0.004512524
17662,796,Cabecera Municipal,CALDAS,SAMAN,17,0.049644736
17495,226,Cabecera Municipal,CALDAS,NORCASIA,17,0.572911099
17050,157,Cabecera Municipal,CALDAS,ARANZAZU,17,0.000955031
5364,227,Cabecera Municipal,ANTIOQUIA,JARDN,5,3.25E-05
5034,449,Cabecera Municipal,ANTIOQUIA,ANDES,5,0.00616821
5368,195,Cabecera Municipal,ANTIOQUIA,JERIC,5,0.056810906
5576,86,Cabecera Municipal,ANTIOQUIA,PUEBLORRICO,5,0.151622269
5353,59,Cabecera Municipal,ANTIOQUIA,HISPANIA,5,0.104812101
5789,246,Cabecera Municipal,ANTIOQUIA,TMESIS,5,0.086267312
5390,55,Cabecera Municipal,ANTIOQUIA,LA PINTADA,5,0.529412409
5002,497,Cabecera Municipal,ANTIOQUIA,ABEJORRAL,5,0.015710074
5756,1339,Cabecera Municipal,ANTIOQUIA,SONSN,5,0.462072816
5483,317,Cabecera Municipal,ANTIOQUIA,NARIO,5,0.009635002
5055,257,Cabecera Municipal,ANTIOQUIA,ARGELIA,5,0.024111397
5585,668,Cabecera Municipal,ANTIOQUIA,PUERTO NARE,5,0.690887754
5649,710,Cabecera Municipal,ANTIOQUIA,SAN CARLOS,5,0.104646604
5667,366,Cabecera Municipal,ANTIOQUIA,SAN RAFAEL,5,0.047564996
5197,221,Cabecera Municipal,ANTIOQUIA,COCORN,5,0.011458258
5697,76,Cabecera Municipal,ANTIOQUIA,SANTUARIO,5,1.34E-06
5376,133,Cabecera Municipal,ANTIOQUIA,LA CEJA,5,3.05E-06
5400,200,Cabecera Municipal,ANTIOQUIA,LA UNION,5,2.25E-08
5679,188,Cabecera Municipal,ANTIOQUIA,SANTA BRBARA,5,0.203651464
5282,250,Cabecera Municipal,ANTIOQUIA,FREDONIA,5,0.208254374
5861,143,Cabecera Municipal,ANTIOQUIA,VENECIA,5,0.3214121
5642,423,Cabecera Municipal,ANTIOQUIA,SALGAR,5,0.044620453
5209,234,Cabecera Municipal,ANTIOQUIA,CONCORDIA,5,0.175431036
5809,144,Cabecera Municipal,ANTIOQUIA,TITIRIB,5,0.201347207
5030,85,Cabecera Municipal,ANTIOQUIA,AMAG,5,0.059709265
5036,87,Cabecera Municipal,ANTIOQUIA,ANGELPOLIS,5,0.021763921
5129,152,Cabecera Municipal,ANTIOQUIA,CALDAS,5,0.004698507
5631,15,Cabecera Municipal,ANTIOQUIA,SABANETA,5,0.00020797
5380,35,Cabecera Municipal,ANTIOQUIA,LA ESTRELLA,5,0.008995877
5266,51,Cabecera Municipal,ANTIOQUIA,ENVIGADO,5,0.001490675
5607,276,Cabecera Municipal,ANTIOQUIA,RETIRO,5,5.40E-05
5670,446,Cabecera Municipal,ANTIOQUIA,SAN ROQUE,5,0.086605195
5021,151,Cabecera Municipal,ANTIOQUIA,ALEJANDRA,5,0.014200296
5579,1198,Cabecera Municipal,ANTIOQUIA,PUERTO BERRO,5,1.170444428
5425,436,Cabecera Municipal,ANTIOQUIA,MACEO,5,0.318440764
5885,483,Cabecera Municipal,ANTIOQUIA,YAL,5,0.138216789
5890,952,Cabecera Municipal,ANTIOQUIA,YOLOMB,5,0.116027899
5190,47,Cabecera Municipal,ANTIOQUIA,CISNEROS,5,0.044440193
5690,274,Cabecera Municipal,ANTIOQUIA,SANTO DOMINGO,5,0.018845251
5079,208,Cabecera Municipal,ANTIOQUIA,BARBOSA,5,0.007965581
5237,183,Cabecera Municipal,ANTIOQUIA,DON MATAS,5,0.013809618
5308,79,Cabecera Municipal,ANTIOQUIA,GIRARDOTA,5,0.01334149
5212,71,Cabecera Municipal,ANTIOQUIA,COPACABANA,5,0.003328845
5088,151,Cabecera Municipal,ANTIOQUIA,BELLO,5,0.020831802
5318,153,Cabecera Municipal,ANTIOQUIA,GUARNE,5,3.57E-05
5664,232,Cabecera Municipal,ANTIOQUIA,SAN PEDRO,5,1.84E-05
5125,224,Cabecera Municipal,ANTIOQUIA,CAICEDO,5,0.002011205
5847,2585,Cabecera Municipal,ANTIOQUIA,URRAO,5,0.037252587
5873,1801,Cabecera Municipal,ANTIOQUIA,VIGA DEL FUERTE,5,0.44912806
5284,1278,Cabecera Municipal,ANTIOQUIA,FRONTINO,5,0.072512549
5004,293,Cabecera Municipal,ANTIOQUIA,ABRIAQU,5,0.000575566
5411,220,Cabecera Municipal,ANTIOQUIA,LIBORINA,5,0.054083908
5086,279,Cabecera Municipal,ANTIOQUIA,BELMIRA,5,1.24E-07
5264,222,Cabecera Municipal,ANTIOQUIA,ENTRERRIOS,5,7.07E-06
5686,822,Cabecera Municipal,ANTIOQUIA,SANTA ROSA DE OSOS,5,0.00073638
5310,364,Cabecera Municipal,ANTIOQUIA,GMEZ PLATA,5,0.026325082
5150,168,Cabecera Municipal,ANTIOQUIA,CAROLINA,5,0.002260902
5031,1224,Cabecera Municipal,ANTIOQUIA,AMALFI,5,0.095786558
5858,518,Cabecera Municipal,ANTIOQUIA,VEGACH,5,0.175892132
5893,1903,Cabecera Municipal,ANTIOQUIA,YOND (Casabe),5,1.315226828
5604,2008,Cabecera Municipal,ANTIOQUIA,REMEDIOS,5,0.441110643
5736,1246,Cabecera Municipal,ANTIOQUIA,SEGOVIA,5,0.24972136
5040,1447,Cabecera Municipal,ANTIOQUIA,ANOR,5,0.131069868
5134,202,Cabecera Municipal,ANTIOQUIA,CAMPAMENTO,5,0.022425757
5658,173,Cabecera Municipal,ANTIOQUIA,SAN JOS DE LA MONTAA,5,2.12E-11
5647,179,Cabecera Municipal,ANTIOQUIA,SAN ANDRS,5,0.004053172
5628,268,Cabecera Municipal,ANTIOQUIA,SABANALARGA,5,0.10382516
5113,368,Cabecera Municipal,ANTIOQUIA,BURITIC,5,0.047640138
5138,396,Cabecera Municipal,ANTIOQUIA,CAASGORDAS,5,0.01551061
5842,239,Cabecera Municipal,ANTIOQUIA,URAMITA,5,0.070844303
5543,397,Cabecera Municipal,ANTIOQUIA,PEQUE,5,0.037491011
5819,141,Cabecera Municipal,ANTIOQUIA,TOLEDO,5,0.140647725
5361,2375,Cabecera Municipal,ANTIOQUIA,ITUANGO,5,0.03559107
5107,406,Cabecera Municipal,ANTIOQUIA,BRICEO,5,0.018952735
5854,551,Cabecera Municipal,ANTIOQUIA,VALDIVIA,5,0.110060292
5895,1077,Cabecera Municipal,ANTIOQUIA,ZARAGOZA,5,1.036479391
5250,1951,Cabecera Municipal,ANTIOQUIA,EL BAGRE,5,0.587516179
5495,925,Cabecera Municipal,ANTIOQUIA,NECH,5,1.396245935
5172,615,Cabecera Municipal,ANTIOQUIA,CHIGOROD,5,0.308645664
5045,607,Cabecera Municipal,ANTIOQUIA,APARTAD,5,0.427696349
5147,384,Cabecera Municipal,ANTIOQUIA,CAREPA,5,0.452338783
5665,482,Cabecera Municipal,ANTIOQUIA,SAN PEDRO DE URAB,5,0.467523529
5315,88,Cabecera Municipal,ANTIOQUIA,GUADALUPE,5,0.020653671
23807,4728,Cabecera Municipal,CRDOBA,TIERRALTA,23,0.529314111
23855,968,Cabecera Municipal,CRDOBA,VALENCIA,23,0.620781901
23417,890,Cabecera Municipal,CRDOBA,LORICA,23,1.565209634
23586,122,Cabecera Municipal,CRDOBA,PURSIMA,23,1.248506725
23660,993,Cabecera Municipal,CRDOBA,SAHAGN,23,2.034640851
23678,505,Cabecera Municipal,CRDOBA,SAN CARLOS,23,1.787446139
23555,1188,Cabecera Municipal,CRDOBA,PLANETA RICA,23,1.909508094
23079,847,Cabecera Municipal,CRDOBA,BUENAVISTA,23,2.373899443
23350,268,Cabecera Municipal,CRDOBA,LA APARTADA,23,2.479155595
23466,1282,Cabecera Municipal,CRDOBA,MONTELBANO,23,1.018298674
70204,127,Cabecera Municipal,SUCRE,COLOS,70,1.098964381
70230,80,Cabecera Municipal,SUCRE,CHALN,70,1.074421148
70508,453,Cabecera Municipal,SUCRE,OVEJAS,70,0.877452174
70823,280,Cabecera Municipal,SUCRE,TOLUVIEJO,70,1.081060639
70001,292,CAP. DEPTO,SUCRE,SINCELEJO,70,1.474511186
70215,272,Cabecera Municipal,SUCRE,COROZAL,70,1.801462815
70702,168,Cabecera Municipal,SUCRE,SAN JUAN DE BETULIA,70,1.287751266
70742,487,Cabecera Municipal,SUCRE,SINC,70,2.002892971
70110,124,Cabecera Municipal,SUCRE,BUENAVISTA,70,1.668890425
70717,223,Cabecera Municipal,SUCRE,SAN PEDRO,70,1.82715714
70235,304,Cabecera Municipal,SUCRE,GALERAS,70,2.289925374
70233,201,Cabecera Municipal,SUCRE,EL ROBLE,70,2.463455653
70670,209,Cabecera Municipal,SUCRE,SAMPUS,70,1.965515744
70678,1592,Cabecera Municipal,SUCRE,SAN BENITO ABAD,70,2.689908526
70265,354,Cabecera Municipal,SUCRE,GUARANDA,70,1.814113885
70124,436,Cabecera Municipal,SUCRE,CAIMITO,70,2.544097773
70708,1012,Cabecera Municipal,SUCRE,SAN MARCOS,70,2.09879677
13222,84,Cabecera Municipal,BOLVAR,CLEMENCIA,13,1.388444781
13683,151,Cabecera Municipal,BOLVAR,SANTA ROSA,13,1.116587215
13873,134,Cabecera Municipal,BOLVAR,VILLANUEVA,13,0.932483266
13647,208,Cabecera Municipal,BOLVAR,SAN ESTANISLAO,13,1.572548601
13760,88,Cabecera Municipal,BOLVAR,SOPLAVIENTO,13,1.234385088
13433,430,Cabecera Municipal,BOLVAR,MAHATES,13,2.059802992
13052,566,Cabecera Municipal,BOLVAR,ARJONA,13,1.65877977
13836,196,Cabecera Municipal,BOLVAR,TURBACO,13,1.143715368
13838,148,Cabecera Municipal,BOLVAR,TURBANA,13,1.181444091
13442,517,Cabecera Municipal,BOLVAR,MARIA LA BAJA,13,2.170074545
13657,637,Cabecera Municipal,BOLVAR,SAN JUAN NEPOMUCENO,13,1.271072118
13654,434,Cabecera Municipal,BOLVAR,SAN JACINTO,13,1.025342818
13244,900,Cabecera Municipal,BOLVAR,EL CARMEN DE BOLVAR,13,1.033009298
13894,287,Cabecera Municipal,BOLVAR,ZAMBRANO,13,1.704348079
13212,573,Cabecera Municipal,BOLVAR,CRDOBA,13,1.820461067
13430,1102,Cabecera Municipal,BOLVAR,MAGANGU,13,2.194442337
13780,261,Cabecera Municipal,BOLVAR,TALAIGUA NUEVO,13,2.403684855
13188,132,Cabecera Municipal,BOLVAR,CICUCO,13,2.921977679
13468,630,Cabecera Municipal,BOLVAR,MOMPS,13,2.525251508
13650,288,Cabecera Municipal,BOLVAR,SAN FERNANDO,13,2.411127776
13667,414,Cabecera Municipal,BOLVAR,SAN MARTN DE LOBA,13,1.686300876
13268,327,Cabecera Municipal,BOLVAR,EL PEN,13,2.385103997
13580,180,Cabecera Municipal,BOLVAR,REGIDOR,13,2.248021841
13042,459,Cabecera Municipal,BOLVAR,ARENAL,13,0.708307023
13744,1345,Cabecera Municipal,BOLVAR,SIMIT,13,1.498253126
13670,1977,Cabecera Municipal,BOLVAR,SAN PABLO,13,0.752335077
13458,2089,Cabecera Municipal,BOLVAR,MONTECRISTO,13,0.476914533
13655,428,Cabecera Municipal,BOLVAR,SAN JACINTO DEL CAUCA,13,1.844369787
13620,43,Cabecera Municipal,BOLVAR,SAN CRISTBAL,13,1.056224734
13062,162,Cabecera Municipal,BOLVAR,ARROYOHONDO,13,1.669510802
13140,246,Cabecera Municipal,BOLVAR,CALAMAR,13,1.561367214
13440,263,Cabecera Municipal,BOLVAR,MARGARITA,13,2.418576672
8296,98,Cabecera Municipal,ATLANTICO,GALAPA,8,1.707853222
8758,67,Cabecera Municipal,ATLANTICO,SOLEDAD,8,2.429718077
8433,108,Cabecera Municipal,ATLANTICO,MALAMBO,8,2.347596318
8078,127,Cabecera Municipal,ATLANTICO,BARANOA,8,1.301998158
